,portrait_50,categories2,profile_type,title,skills,country,description,name,last_activity,rate,member_since,portfolio_items_count,id,test_passed_count,feedback
11990,https://odesk-prod-portraits.s3.amazonaws.com/Users:lexikakis:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=uVGpMqt36tRn2PXSbC92LIm55gk%3D&1487473667507069,Writing,Independent,Writer,screenwriting--lyrics-writing--writing--comedy-writing--tv-broadcasting--film-production--typing--adobe-photoshop--google-docs--virtual-assistant,United States,"I am a media communications major in my final semester looking to expand my writing portfolio. I love all things television, music, and comedy. I am a creative thinker, hard-working and dedicated individual looking to bring your ideas to life! * I can supply writing samples upon request. ",Lexi K.,2017-02-22,20.0,"February 19, 2017",0,https://www.upwork.com/freelancers/_~017c4ecb4924333ff0,1,0.0
11992,https://odesk-prod-portraits.s3.amazonaws.com/Users:kristenc3:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=1kJafzFneVmaK8zDghMytvSUMP8%3D&1460319509247310,Sales & Marketing--Writing--Admin Support,Independent,"Reader, Writer, Proofreader",writing--creative-writing--proofreading--english-proofreading--social-media-management--social-media-marketing--qualitative-research--blog-writing--blog-commenting,United States,"I have experience in blogging, creative writing, article writing, beta reading and proofreading. Reading and writing are my passion. I also have experience in social media management and marketing.",Kristen Chandler,2017-02-21,15.0,"June 1, 2014",0,https://www.upwork.com/freelancers/_~01f7cd98a4822f974b,3,0.0
11994,https://odesk-prod-portraits.s3.amazonaws.com/Users:johnaemcdonald:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=Suqb8zyIJJ3YnF%2BfeF9YreGJ1Jo%3D&1484634473896018,Writing--Sales & Marketing,Independent,"Writer, Editor, Proofreader, Transcriptionist & Content Specialist",writing--blog-writing--editing--proofreading--web-content-management--content-strategy--social-media-management--online-community-management--mailchimp--wordpress,United States,"I have a knack for bringing stories to life, making words jump off the page, and increasing exposure through the use of effective storytelling, engaging content, and creative owned/earned/paid media strategies. I'm also a speedy typist with a 103 WPM speed. ",Johnae McDonald,2017-02-24,25.0,"February 18, 2017",0,https://www.upwork.com/freelancers/_~019658defee05335c3,1,0.0
12001,https://odesk-prod-portraits.s3.amazonaws.com/Users:ortega_raymundo:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=wWm%2BuhML0eSjUyHlNPjWu4m3a5w%3D&1487788736928235,Writing,Independent,Productive Writer: Quality Work for You,microsoft-word--microsoft-excel--microsoft-powerpoint--social-media-marketing,United States,I'm an experienced writer with knowledgeable writing skills in producing significant essays for any topic!Comes in handy if you need a last minute technical document or if you simply don't have time to establish a concrete writing document.Overall you should receive an outstanding well reviewed/revised writing document!,Raymundo Ortega,2017-02-22,25.0,"February 22, 2017",0,https://www.upwork.com/freelancers/_~01165bb06f4b68f133,0,0.0
12003,https://odesk-prod-portraits.s3.amazonaws.com/Users:sharmalah:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=9GjNeumSTGtk5rnDhHZjJTklPkE%3D&1487689772895045,Writing,Independent,Writer & Editor,microsoft-word--microsoft-excel--microsoft-powerpoint--wordpress,Malaysia,"I'm an accountant by profession while writing has always been my passion. Hence, I started off by writing mainly reviews on events, movies, songs etc. for a Malaysian newspaper, New Straits Times. I've recently started a blog too (ekadhanda.blogspot.my).",Sharmalah Bala,2017-02-23,10.0,"February 21, 2017",0,https://www.upwork.com/freelancers/_~01d771287486782646,0,0.0
12005,https://odesk-prod-portraits.s3.amazonaws.com/Users:chinaydu:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=mLoqpXTnw1KOOxuX4D0RYiC5UUY%3D&1487846879330402,Writing,Independent,Freelance Writer and Editor,internet-research--market-research--report-writing--business-proposal-writing--writing,Nigeria,"I am a freelance writer and editor, I have previously worked as an editor for a campus newspaper and I'm currently working as an Analyst with an Investment Banking Firm.I am articulate and I always pay attention to details. ",Chinedu Alfred,2017-02-23,15.0,"February 23, 2017",0,https://www.upwork.com/freelancers/_~0165bd0571e9917f51,0,0.0
12007,https://odesk-prod-portraits.s3.amazonaws.com/Users:sean2228:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=jYpRpEMf%2B%2FTStJFDjN43IhUO4YE%3D&1487863670636156,Writing,Independent,article writer,creative-writing--writing-slang-style,Philippines,I am a journalist back then and also study 2 years of IT subjects. I can write articles for the clients and make them happy.,Sean Del Viernes,2017-02-23,30.0,"February 23, 2017",0,https://www.upwork.com/freelancers/_~0148e51c8935011cd4,0,0.0
12008,https://odesk-prod-portraits.s3.amazonaws.com/Users:v_andersson:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=J2IXWyvFgTigcye8CUxbHTYqkZ8%3D&1487611029058117,Writing,Independent,Article Writer,reviews--writing--newsletter-writing,United Kingdom,"I am a professional freelance writer from Sweden, living permanently in the UK. Most of my previous work has been product reviews for different affiliate sites, but also articles for various entertainment sites.",Viktor Andersson,2017-02-23,12.0,"February 20, 2017",0,https://www.upwork.com/freelancers/_~010fc34f0c91102a3a,0,0.0
12009,https://odesk-prod-portraits.s3.amazonaws.com/Users:rachana_vyas:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=s2bR40SgSzoBC5GD4k5hrrgN%2FKE%3D&1480092666372817,Writing,Independent,Hindi - English Writer and translator,hindi--copywriting--translation--short-story-writing--english,India,"I am  a writer by heart  and  a follower of literature.I make my writing enriched with different angles of human psychology.I have a diverse learning background, as by education  i do possess degrees in many streams.",Rachana Vyas,2017-02-23,12.5,"November 25, 2016",0,https://www.upwork.com/freelancers/_~013b07dda819e4d3e9,1,0.0
12012,https://odesk-prod-portraits.s3.amazonaws.com/Users:jl_cox:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=8%2Bx7hj9InWsjp11boBo6teuKTvg%3D&1487783061902696,Writing,Independent,Professional and Technical Writer,adobe-creative-suite,United States,"I have a degree in Professional Writing, which encompasses technical writing, journalism, advertising, research writing and creative writing. ",Jamee Cox,2017-02-23,25.0,"February 22, 2017",0,https://www.upwork.com/freelancers/_~01a96c209db9ea6aad,0,0.0
12013,https://odesk-prod-portraits.s3.amazonaws.com/Users:gufi51214:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=jhcVzotEjxYqYZMqpZWeD9qgwa8%3D,Writing,Independent,Expert Web Developer & Desigener,html5--css3--javascript--bootstrap--php--article-writing--wordpress,Pakistan,"I am Professional Freelancer , I have more then 5 Year experience in web development & designing. I have also web analyst and article writer ",GHAZANFAR ABBAS,2017-02-23,12.0,"June 25, 2014",0,https://www.upwork.com/freelancers/_~01e78886f7a3856a29,0,0.0
12014,https://odesk-prod-portraits.s3.amazonaws.com/Users:pdelvalle98:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=TTT920bjWfXHzD2dDCDBxQTBS0E%3D&1486603621196750,Writing,Independent,Political science and creative writing,english--spanish--polis-politics,Guatemala,"Political science student, with a passion for writing and studying about topics related to that area. Great research ability and practice in writing from short articles to long reports. Native spanish speaker, with fluent english. ",Pablo Del Valle Tobias,2017-02-24,10.0,"February 2, 2017",0,https://www.upwork.com/freelancers/_~019b00dddfd3b8296e,0,0.0
12016,-,Writing,Independent,Creative Writing Professional,business-proposal-writing--cover-letter-writing--newsletter-writing--recipe-writing--voice-over,Pakistan,"Hi,Iam   MariaFarooq, I have completed my masters in business admin with exceptional eminence on Human Resources and Marketing.Writing is my passion , All my contentment springs from writing . The precise ingredient mix in all my writings brings tremendous fallout I firmly believe in engaging the audience here the  readers of course, in my very opinion your writing should grasp the reader exactly from the commencement and let him descend all the way down the trail towards the end.If Writing is not your play field.. still entail a persuadable piece of writing then no more to your annoyance, a search for a freelance writer is ceased. I had been providential enough to be exposed to different kinds of people and cultures through my traveling experiences in United States, Asia and Middle Eastern countries. Exposure coupled with experiences sculpted and sharpened my abilitiesPublished Work Various articles in one of the leading newspapersFashion MagazinesNewslettersSkillsBusiness ProposalsBusiness EmailsBusiness LettersBlogsWeb content",Maria Farooq,2017-02-19,10.0,"January 31, 2017",0,https://www.upwork.com/freelancers/_~01df576be7253f2b0d,0,0.0
12018,https://odesk-prod-portraits.s3.amazonaws.com/Users:mircalla:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=f%2B9WHlxBU8V%2BSoavpeunQWyGYEU%3D&1485260063911622,Writing,Independent,"Non - fiction and fiction writer, translator, copy editor",creative-writing--fiction-writing--non-fiction-writing--blog-writing--academic-writing--article-writing--drawing--wordpress-multisite--content-writing--product-descriptions,Croatia,"I am offering services of:- Blog/content writing (fiction and non - fiction)- Copy editing- Croatian/Serbian to English translating and vice versa- Basic Hindi - English translatingI have strong research skills upon which I can rely on in order to deliver requested content. Nevertheless, we all have our preferences, and mine are:- sociology- philosophy-literature- medicine- entertainment- lifestyle- product descriptionMy style: I prefer when I can have my own style, when I can ""be loose"", but I can do others as well. I also hold two Masters -  Indology (Indian culture, history, languages and art) and South Slavic languages (Serbian language and literature). I can write a 500 - word article in about hour and 20 minutes (research included) and I charge 7-10 dollars per a 500 - word article. ",Sonja Krivokapic,2017-02-23,10.0,"December 1, 2016",15,https://www.upwork.com/freelancers/_~01414800db083b7c76,2,4.8376253598
12019,https://odesk-prod-portraits.s3.amazonaws.com/Users:wolter:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=AAaWJpRon1cZU7wgAj7zMfL5ibo%3D,Translation--Writing--Admin Support--Design & Creative,Independent,Consultant,-,Germany,"Im a consultant for international development projects and looking for additional earning opportunities that offer spatial flexibility and can be accessed from around the globe. Field of expertise: Writing on any subjects, German-English tanslations (german native speaker), Graphic Design References: * A notable internet company, based in the San Francisco Bay Area (Client confidentiality) - German Data Specialist  * KfW German Development Bank - Consultant, Private Sector Development, Asia Education: Diploma (Master) Political Science and Economics",Mathias Wolter,2017-02-24,22.22,"April 3, 2012",0,https://www.upwork.com/freelancers/_~01ad7e468d662175ad,2,5.0
12021,https://odesk-prod-portraits.s3.amazonaws.com/Users:jasoncastillo:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=iIcqc8Q0SrIAZHK0sZgKuxcwM2w%3D,Sales & Marketing--Writing--Admin Support,Independent,"Website Content, Blog and Article Writer",wordpress--technical-writing--content-writing--article-writing--blog-writing--copywriting--web-content-management--creative-writing--ghostwriting--ebook-writing,Philippines,"My philosophy revolves around the simple premise that I exist to turn my clients' dreams into something real, and then shape that reality into an exceptional product, one which exceeds all of their expectations. I am a licensed physical therapist and a former college instructor. I've worked in oDesk/UpWork for seven years now and during that period I had logged more than 12,000 hours. I believe that says a lot about my dedication to my craft. I've written articles/blogs on virtually every conceivable niche for SEO and/or SEM purposes. Still, I consider myself as relatively new to UpWork as there's a lot more to learn and a lot more opportunities to hone my skills. However, my experience and resume would speak in my behalf. I intend to continue pursuing a productive career as an excellent technical and blog/web content writer, as well as an efficient virtual assistant. I aspire to deliver a great product to prospective clients to prove that I am reliable enough to work with on a long term basis.",Jason Castillo,2017-02-24,15.0,"March 7, 2009",20,https://www.upwork.com/freelancers/_~0148505afcd7bfe90b,9,4.9763307154
